ID,EN Title,EN Keywords,References
co00944,Samson is shaved.,razor; asleep; locks,JDG16
co00945,Blind Samson must grind grain.,gouged; bronze; shackles; fetters; chains; prison,JDG16
co00946,The Philistines make a sacrifice to Dagon.,temple; celebration; pillars,JDG16
co00947,Samson pushes on the pillars of the temple.,strength; collapse; thousands; Philistines; Dagon,JDG16
co00948,The Philistine temple collapses.,Dagon; thousands; pillars; Philistines; revenge,JDG16
co00949,There is a famine in Israel.,Bethlehem; Judah,RUT01
co00950,A man pleads for food.,begging; hunger; famine,RUT01
co00951,Elimelech and his family going to Moab.,Naomi; Mahlon; Chilion; Ephrathites,RUT01
co00952,Elimelech and his family pray.,devotions,RUT01
co00953,Naomi's sons consol her.,widow; mother,RUT01
co00954,Naomi's sons talk to the Moabite girls.,Orpah; Ruth; Mahlon; Chilion,RUT01
co00955,Naomi and Ruth with sick Mahlon,mother; wife; grief,RUT01
co00956,Ruth and Naomi talk as Orpah returns to Moab.,farewell; Judah; daughters-in-law;,RUT01
co00957,"Naomi, Ruth and Orpah talking",farewell; Moab; Judah; daughters-in-law,RUT01
co00958,Naomi and Ruth are welcomed by the women of Bethlehem.,Mara; grief,RUT01
co00959,Naomi talks to a woman of Bethlehem while Ruth watches.,afflicted; misfortune; bitter; Moabite,RUT01
co00960,Naomi,bitter; elderly; mother-in-law; Mara,RUT
co00961,women glean in a field,harvesters,RUT02
co00962,Ruth with gleaned grain,gatherer; Moabite,RUT02
co00963,Boaz is with a foreman.,overseer,RUT02
co00964,Boaz watches Ruth glean in his field.,Moabite; harvester; gatherer; foreigner,RUT02
co00965,Boaz talks to Ruth.,Moabite; landowner; harvester; gleaner; foreigner,RUT02
co00966,Ruth eats with Boaz.,Moabite; landowner; harvest; glean,RUT02
co00967,Boaz instructs his servant.,overseer; landowner,RUT02
co00968,Ruth shows Naomi her basket of grain.,glean; barley; provider; mother-in-law,RUT02
co00969,Boaz,landowner; kinsman; redeemer,RUT
co00970,Ruth goes to Boaz at the threshing floor.,harvest; kinsman-redeemer,RUT03
co00971,Boaz talks to a relative who removes his sandal.,redemption; confirmation; legal,RUT04
co00972,Boaz and Ruth with Naomi,family,RUT
co00973,Ruth holds baby Obed.,family; mother,RUT04
co00974,the wedding feast of Boaz and Ruth,marriage; celebration,RUT04
co00975,Naomi holds baby Obed.,blessed; nurse,RUT04
co00976,Boaz talks to Ruth.,family,RUT03
co00977,Naomi talks to Ruth.,family,RUT03
co00978,men talking,conversation; witnesses; elders,RUT04
co00979,Hannah prays while Eli watches her.,weeping; grief; oppressed; anguish,1SA01
co00980,Hannah talks to Eli about her prayer request.,grief; oppressed; petition; peace,1SA01
co00981,Hannah tells Elkanah she is with child.,Ramah; conceived,1SA01
co00982,Hannah brings Samuel to Eli.,promise; Shiloh; dedicate;,1SA01
co00983,Hannah brings Samuel a robe.,ephod; gift; mother,1SA02
co00984,The man of God talks to Eli.,prophecy; disdained; contempt,1SA02
co00985,Samuel goes to Eli at night.,called; tabernacle,1SA03
co00986,Eli asks Samuel what God said.,vision; called,1SA03
co00987,Philistine soldier,armor; warrior,1SA
co00988,Samuel tells Eli what God said.,vision; declaration,1SA03
co00989,"Samuel, as a young man, talks with two men.",Hophni; Phinehas,1SA03
co00990,The Philistines attack and capture the ark.,defeated; battle,1SA04
co00991,Eli collapses when he hears that the ark is captured.,ninety-eight; defeated; neck; broken,1SA04
co00992,the ark of the covenant,sacred; chest; cherubim,1SA04
co00993,The ark was carried into the temple of Dagon.,captured; Ashdod; statue,1SA05
co00994,the ark with the broken statue of Dagon,collapsed,1SA05
co00995,Samuel prays for Israel at Mizpah.,ceremony; confession; lamb,1SA07
co00996,The people beg Samuel to pray.,ceremony; confession; Mizpah; lamb; sacrifice,1SA07
co00997,Samuel prays and the Philistine army watches.,sacrifice; prayer,1SA07
co00998,The Philistine army panics in the storm.,thunder; pursued; conquered,1SA07
co00999,Saul is annointed to be king.,oil; Israel; Samuel,1SA10
co01000,Samuel celebrates Saul at a feast.,king; Israel; celebration,1SA09
co01001,Saul is acclaimed as king.,Samuel; Israel; coronation,1SA10
co01002,Samuel talks to the people.,kingship; leadership,1SA
co01003,Jonathan rides through the street.,royal; parade,1SA
co01004,Samuel confronts Saul about his offering.,disobedience,1SA13
co01005,Samuel confronts Saul about the plundered livestock.,disobedience,1SA15
co01006,David plays the harp as he watches the sheep.,shepherd; music,
co01007,David protects the sheep from a lion.,shepherd; protector,1SA17
co01008,David kills a lion with a sling.,shepherd; protector,1SA17
co01009,David is called from the fields.,brothers; sheep; shepherd,1SA16
co01010,Samuel anoints David to be king.,Israel; appointed,1SA16
co01011,David is summoned by Saul to play the harp.,music; king; entertain,1SA16
co01012,David plays the harp as he watches the sheep.,shepherd; music,1SA16
co01013,David plays the harp for Saul.,music; king; entertain,1SA16
co01014,Jesse packs food for David to take to his brothers.,lunch; battle; journey,1SA17
co01015,David enters the army camp with food.,Philistines; battle; brothers,1SA17
co01016,David looks across the valley at Goliath.,Philistines; battle; giant,1SA17
co01017,Goliath taunts the Israelites.,warrior; threats; mocking,1SA17
co01018,David points at Goliath.,giant; Philistine; warrior,1SA17
co01019,Eliab is angry with David.,brother; pride; wickedness,1SA17
co01020,A man reports David to Saul.,Goliath; king; Israel; battle,1SA17
co01021,David meets with Saul.,battle; Goliath; deliver,1SA17
co01022,David faces Goliath with only a sling.,battle; warrior; stones,1SA17
co01023,David in Saul's oversized armor.,tunic; helmet,1SA17
co01024,David and Goliath,battle; slingshot; taunts,1SA17
co01025,David faces Goliath with only a sling.,battle; sling-shot; taunts,1SA17
co01026,David whirls his sling.,stone,1SA17
co01027,David is brought before Saul.,king; warrior; battle,1SA17
co01028,David puts his foot on Goliath's chest.,defeated; forehead; sword,1SA17
co01029,The Israelites chase the Philistine army.,battle; defeated; pursued,1SA17
co01030,Jonathan gives David clothes and weapons.,tunic; sword; belt; bow; covenant,1SA18
co01031,David is acclaimed by the people.,singing; dancing; tambourines; cymbals,1SA18
co01032,David with Jonathan's armor,tunic; sword; belt; bow; covenant,1SA18
co01033,Saul is furious.,resentment; jealous; suspicious,1SA18
co01034,Saul on his throne,king,1SA18
co01035,Saul with a spear,furious; resentment; distress; javelin,1SA18
co01036,David plays the harp for Saul.,music; entertainment; lyre,1SA18
co01037,Saul throws his spear at David.,javelin; distress; spirit,1SA18
co01038,Saul sits on his throne alone.,king; Israel,1SA18
co01039,David marries Michal.,daughter; Saul; son-in-law; wedding,1SA18
co01040,Saul speaks to Jonathan.,king; Isreal; kill,1SA19
co01041,Saul pursues David.,chase,1SA19
co01042,Ahimelech the priest,Nob; Ahitub,1SA21
co01043,Saul throws a spear at Jonathan.,javelin,1SA20
co01044,Jonathan shoots an arrow. A boy runs to it.,warning; David,1SA20
co01045,David and the priest are in front of the tabernacle.,worship; consecrated; ark,1SA21; 2SA12; 1CH16
co01046,David and soldiers are at the mouth of a cave.,wilderness; Saul,1SA24
co01047,David takes his sword from the sheath.,Saul; robe,1SA24
co01048,David creeps up to Saul.,sword; robe; king,1SA24
co01049,David shows Saul a piece of cloth.,sword; robe; father,1SA24
co01050,David shows the cloth as he talks to Saul.,robe; forgiveness,1SA24
co01051,David and the soldiers are in a camp.,hunger; Paran; wilderness,1SA25
co01052,Nabal at a sheep shearing,Carmel; wealthy; Calebite; scoundrel,1SA25
co01053,Abigail pleads with David.,wife; Nabal; discernment,1SA25
co01054,David stops Abishai from killing Saul.,spear; restrained; anointed; guiltless,1SA26
co01055,The witch of Endor calls for a spirit.,medium; Samuel; Saul,1SA28
co01056,Achish talks to David.,Ziklag; king; Gath,1SA27
co01057,David prays at the altar.,inquire; consult,2SA02
co01058,David is anointed to be king.,Judah; Hebron; Israel,2SA02; 2SA05
co01059,The Israelite tribal leaders meet.,anointed; king; David,2SA05; 1CH11
co01060,David on his throne,forty; Jerusalem,2SA05; 1CH11
co01061,The people cheer for king David.,king; Israel; shepherd,2SA05; 1CH11
co01062,David talks to the soldiers.,army; mighty; Jerusalem; Zion,2SA05
co01063,David and the people bring the ark through the city gates.,rejoice; dance; shout,2SA06; 1CH15
co01064,David and the people bring the ark to the city.,rejoice; dance; shout,2SA06; 1CH15
co01065,Mephibosheth comes before King David.,Jonathan; son; Ziba,2SA09
co01066,people playing instruments,harp; tambourine; cymbols; horn,2SA06; 1CH13
co01067,David talks to Mephibosheth,Jonathan; son; Ziba,2SA09
co01068,Bathsheba and David,wife; Uriah,2SA11
co01069,David sends a letter to Uriah.,Joab; battle,2SA11
co01070,Bathsheba and David's marriage procession,palace,2SA11
co01071,Nathan confronts David,repentance; lamb; sheep,2SA12; PSA51
co01072,poor man with one lamb,ewe; daughter; pet,2SA12
co01073,A rich man takes the poor man's only lamb.,traveler; flock; killed,2SA12
co01074,David becomes angry at Nathan's story.,furious; infuriated,2SA12
co01075,Nathan accuses David,guilt; truth,2SA12
co01076,David pleads for his child's life.,fasting; sackcloth; prayer,2SA12
co01077,David's army attacks Rabbah.,Ammonites; fortress,2SA12
co01078,Nathan accuses David.,guilt; truth,2SA12
co01079,Absalom talks to David.,request; Amnon,2SA13
co01080,Absalom is with Ahithophel.,conspirator,2SA15
co01081,Absalom talks to messengers.,judge; Hebron,2SA15
co01082,Absalom is proclaimed king.,Hebron; reign,2SA15
co01083,David hears of Absalom's rebellion.,flee; escape,2SA15
co01084,a battle in the forest of Ephraim,slaughter; Absalom,2SA18
co01085,Absalom escapes on a mule.,,2SA18
co01086,Absalom's head gets caught in a tree.,terebinth; boughs; death,2SA18
co01087,"David, from his bed, appoints Solomon as his successor.",Bathsheba; Nathan; Zadok; Benaiah; reign,1KI01
co01088,"David, from his bed, talks to Bathsheba.",oath; Nathan; Solomon; reign,1KI01
co01089,Solomon rides the king's mule.,escorted; Gihon,1KI01
co01090,Solomon is anointed king.,Gihon; oil; horn; tabernacle,1KI01
co01091,King Solomon receives gifts.,provision; governor,1KI04
co01092,Solomon is at Gibeon to make sacrifices.,thousand; offerings,1KI03
co01093,Two women fight over a baby.,prostitutes; mother; argument,1KI03
co01094,Solomon has a dream.,vision; wisdom; petition,1KI03
co01095,"Solomon on his throne, thinking.",wisdom,1KI02
co01096,Two women fighting over a baby come before Solomon.,prostitutes; mother; argument,1KI03
co01097,two women fighting about a baby: Solomon orders a sword,wisdom; mother,1KI03
co01098,A soldier takes a baby two women are fighting about.,wisdom; mother,1KI03
co01099,King Hiram listens to the messenger from Solomon.,cedar; cypress; treaty,1KI05
co01100,Hiram king of Tyre,Lebanon,1KI05
co01101,logs being pulled by oxen,Sidonians; cedar; cypress,1KI05
co01102,cedar trees being cut,Sidonians,1KI05
co01103,stone blocks being prepared,stone-cutters; quarry; stone-masons,1KI05
co01104,logs being floated to Israel,Lebanon,1KI05
co01105,Solomon prays to dedicate the temple.,ark,1KI08
co01106,Workers carve the temple door decorations.,cypress; cherubim; flowers; palm; gold,1KI06
co01107,The ark is carried into the temple.,covenant; congregation; priests,1KI08
co01108,A heathen temple is built.,construction,1KI08
co01109,Peacocks and other cargo arrive by ships.,gold; silver; ivory; Tarshish,1KI10; 2CH09
co01110,a man and woman with bags of grain,servants; gifts,1KI10; 2CH09
co01111,The Queen of Sheba arrives in Jerusalem.,caravan; camels; gold; spices; jewels,1KI10; 2CH09
co01112,Solomon greets the Queen of Sheba.,caravan; camels; gold; spices; jewels,1KI10; 2CH09
co01113,Solomon's stables and horses,chariots; imported,1KI09; 2CH09
co01114,Solomon's horses and chariots,stalls,1KI09
co01115,Solomon builds a heathen shrine.,Ashtoreth; goddess; Milcom; Chemosh,1KI11
co01116,Solomon speaks from the throne.,wealth; wisdom; king,PRO
co01117,Solomon in a garden,wealth; wisdom; king,ECC
co01118,Solomon observes the grain harvest.,wealth; wisdom; king,ECC
co01119,Solomon and his wife in a garden,wealth; wisdom,SNG
co01120,Elijah comes before Ahab and Jezebel.,Tishbite; drought,1KI17
co01121,Elijah prophesies to Ahab and Jezebel.,drought; dew; rain,1KI17
co01122,Ahab and Jezebel survey the drought.,king; queen,1KI17
co01123,Elijah is fed by ravens.,brook; Cherith; bread; meat,1KI17
co01124,Ahab meets Elijah.,drought; famine,1KI18
co01125,Elijah challenges Ahab.,Baal; Carmel; prophets,1KI18
co01126,Elijah and other people are at Mount Carmel.,Baal; prophets; altar,1KI18
co01127,close up of Elijah,prophet; Israel,1KI
co01128,The people listen to Elijah.,Israel; Baal; prophets,1KI18
co01129,The prophets of Baal dance around the sacrifice.,Elijah; prophets; shouting; leaping,1KI18
co01130,Elijah mocks the prophets of Baal.,asleep; god; taunt,1KI18
co01131,The prophets of Baal are tired out.,exhausted; bleeding,1KI18
co01132,Elijah praying,evening; oblation; sacrifice,1KI18
co01133,Elijah rebuilds an altar to the Lord.,twelve; stones,1KI18
co01134,Water is poured on the altar.,trench; drenched,1KI18
co01135,Fire falls on Elijah's altar.,consumed; burnt; offering; water; trench,1KI18
co01136,Elijah's servant looks for rain.,Carmel; drought,1KI18
co01137,Elijah's servant reports seeing a small cloud.,rain,1KI18
co01138,Elijah runs ahead of Ahab's chariot.,Jezreel,1KI18
co01139,Israelites watch the rain.,showers,1KI18
co01140,Ahab speaks to Jezebel.,king; queen,1KI19
co01141,The widow of Zarephath meets Elijah.,Sidon; cake; flour; oil; son,1KI17
co01142,Jezebel is furious.,threats; queen,1KI19
co01143,The widow of Zarephath gives Elijah a drink of water.,Sidon; widow; son,1KI17
co01144,The widow of Zarephath and her son cook a meal.,Sidon; cake; flour; oil,1KI17
co01145,The widow of Zarephath's son is ill.,sickness; tragedy,1KI17
co01146,The widow of Zarephath's son dies.,tragedy; upper room,1KI17
co01147,Elijah prays over the widow's dead son.,tragedy; prayer,1KI17
co01148,Elijah gives a restored son to the widow.,alive; life,1KI17
co01149,An angel wakes Elijah to eat.,cave; wind; earthquake,1KI19
co01150,Elijah approaches Mount Sinai.,holy; Horeb,1KI19
co01151,Elijah is in a storm on Mount Sinai.,wind; earthquake; Horeb,1KI19
co01152,Elijah replies to God's whisper.,zealous,1KI19
co01153,Elijah leaves Mount Sinai.,depart; Horeb,1KI19
co01154,Elijah puts a cloak on Elisha.,follow; serve,1KI19
co01155,Elisha asks to say goodbye to parents.,mother; father; Shaphat,1KI19
co01156,Elijah and Elisha talking,assistant; sacrifice,1KI19
co01157,Ahab is angry with Naboth.,sullen; inheritance; ancestors,1KI21
co01158,Ahab talks to Naboth at his vineyard.,palace; inheritance; ancestors,1KI21
co01159,Jezebel talks to Ahab.,ownership; king; cheer,1KI21
co01160,Jezebel sends letters to the city elders.,seal; Ahab; stone; evil,1KI21
co01161,Ahab talks to Elijah at the vineyard.,murder; detestable; evil,1KI21
co01162,Elijah strikes the Jordan River with his cloak.,parted; ground; crossed,2KI02
co01163,Ahab and his servant admire the vineyard.,possession,1KI21
co01164,Elijah talks to Elisha.,inherit; double; portion,2KI02
co01165,Elijah is with a chariot and horses in a whirlwind.,ascended; fire,2KI02
co01166,Elisha,prophet; Israel,2KI
co01167,Elisha watches Elijah as he is taken up to heaven.,whirlwind; chariot; horses,2KI02
co01168,Elisha crosses the Jordan River on dry ground.,divided; cloak,2KI02
co01169,A creditor threatens to take sons from a widow.,slaves; debt,2KI04
co01170,A widow runs to Elisha.,prophet,2KI04
co01171,Elisha talks to a widow.,oil; borrow; jars; debt,2KI04
co01172,The anxious widow talks to Elisha.,oil; borrow; jars; debt,2KI04
co01173,The widow and her son fill jars with oil.,borrow; debt; miracle,2KI04
co01174,Naaman's wife is served by an Israelite girl.,mistress; Aram,2KI05
co01175,Naaman's wife is sad. She talks to her servant girl.,mistress; Aram; Samaria; Syria,2KI05
co01176,Jehoram reads a letter from the king of Aram.,Israel; Naaman; leprosy,2KI05
co01177,Naaman talks to the king of Aram.,leprosy; Israel; prophet; Syria,2KI05
co01178,Elisha's servant talks to Jehoram.,evil; king,2KI08
co01179,Elisha's servant talks to Naaman outside the house.,Jordan; wash; seven; leprosy,2KI05
co01180,Naaman,Aramite; valor; commander,2KI05
co01181,Naaman in his chariot talks to his servant.,Gehazi; gifts; silver,2KI05
co01182,Naaman washes in the Jordan River.,seven; leprosy; cleansed,2KI05
co01183,Naaman comes out of the Jordan river.,leprosy; cleansed,2KI05
co01184,Naaman talks to Gehazi.,leprosy; gifts,2KI05
co01185,Naaman and his wife in their house,cleansed; Aramean,2KI05
co01186,Elisha's servant sees a heavenly army.,horses; chariots; fire,2KI06
co01187,Elisha is with blind soldiers.,blindness; Syrians; Arameans,2KI06
co01188,The people plead with the king in Samaria.,famine; murderer,2KI06
co01189,Jezebel talks with Jehoram.,Joram; mother; son,2KI09
co01190,Jehoram speaks to Elisha.,Joram,2KI06
co01191,Elisha sits with elders who guard the door.,protection; murderer; messenger,2KI06
co01192,lepers in a deserted Aramean camp,abandoned; Syrian,2KI07
co01193,The lepers plunder the camp.,gold; silver; flour; barley,2KI07
co01194,A leper tells the gate keeper about the deserted camp.,abandoned; gold; silver; flour; donkeys; horses,2KI07
co01195,People bring food from the camp.,flour; barley,2KI07
co01196,Chariots find evidence of the Syrian flight.,abandoned,2KI07
co01197,Jeroboam gives a golden calf to the people.,idols; worship; Israel,1KI12
co01198,Jeroboam and his wife are anxious about their sick son.,Abijah; disguise; death,1KI14
co01199,Baby Joash is saved from Athaliah.,Jehosheba; nurse; hidden,2KI11
co01200,Athaliah speaks to a soldier.,murderer; annihilate; mother,2KI11
co01201,Baby Joash is removed from his crib.,nurse; Jehosheba; hidden,2KI11
co01202,Baby Joash is taken to the temple.,hidden; Jehoiada,2KI11
co01203,Athaliah talks to an officer.,murder; annihilate; mother,2KI11
co01204,Joash and Jehoiada look at an idol.,Baal; altars; priest; child,2KI11
co01205,Joash and Jehoiada the priest,priest; temple; child,2KI11
co01206,Jehoiada presents Joash to the palace guards.,covenant; protect,2KI11
co01207,Joash is crowned as king.,temple; Jehoiada; anointed,2KI11
co01208,Athaliah crying treason!,despair; screamed; conspiracy; traitors,2KI11
co01209,Jehoiada is ready to crown Joash.,temple; annointed; king,2KI11
co01210,Joash sends gifts to the Syrian king.,Aram; Hazael,2KI12
co01211,Hezekiah consults his military staff.,king,2CH32
co01212,Hezekiah encourages the people.,strong; courageous,2CH32
co01213,Hezekiah's men block a water tunnel.,springs; streams; aqueduct; plug,2CH32
co01214,Sennacherib's officers make threats.,mock; discourage; frighten; Hebrew,2KI18; 2CH32
co01215,King Hezekiah with Isaiah,prayer,2CH32
co01216,Soldiers approach the abandoned Syrian camp.,annihilated,2CH32
co01217,Manasseh before an idol of Baal,abomination; Asherah; sorcery; divination; witchcraft,2KI21; 2CH33
co01218,young Manasseh and a forceful man,protest,2KI21; 2CH33
co01219,Manasseh is put in chains by Syrian soldiers.,hook; bronze; shackles; Babylon,2CH33
co01220,Manasseh is led in chains through the city.,hooks; bronze; shackles; fetters,2CH33
co01221,Manasseh prays in prison.,distress; humbled; besought,2CH33
co01222,Manasseh addresses the people.,restored,2CH33
co01223,Manasseh in chains before Assyrian king,hooks; bronze; shackles; fetters,2CH33
co01224,The people cheer for Manasseh's return.,restored,2CH33
co01225,Josiah orders officials to repair the temple.,Shaphan; Maaseiah; Joah,2CH34
co01226,Hilkiah finds the book of the law.,Shaphan; scroll,2KI22; 2CH34
co01227,Young Josiah is acclaimed as king.,eight; reign; kingdom,2KI22; 2CH34
co01228,Hilkiah and Shaphan look at the book of the law.,scroll,2CH34
co01229,Hilkiah and Shaphan look at the book of the law.,scroll,2KI22; 2CH34
co01230,Josiah reads the book of the law to the people.,covenant; scroll; Jerusalem; Benjamin,2CH34
co01231,Shaphan reads the book of the law to Josiah.,covenant; scroll,2KI22; 2CH34
co01232,"Huldah, who is a prophetess, gives God's message for Josiah.",prophecy; Hilkiah; priest,2KI22; 2CH34
co01233,burning the idols and altars,Baal; Asherah; shrines,2KI22; 2CH34
co01234,"Huldah, who is a prophetess, speaks to three officials.",prophecy; Hilkiah; priest; Ahikam; Achbor; Shaphan; Asaiah,2KI22; 2CH34
co01235,Josiah celebrates the passover with the people.,observed; Jehovah; Jerusalem,2KI23; 2CH35
co01236,The Babylonian army marches to war.,Nebuchadnezzar; Chaldean,2KI25; 2CH36
co01237,The Babylonian soldiers take prisoners.,slaughter; captives; Zephaniah; Seraiah,2KI25; 2CH36
co01238,The Israelites are taken in exile to Babylon.,slaughter; captives; Zephaniah; Seraiah,2KI25; 2CH36
co01239,The Israelites leave the Babylonian city for Jerusalem.,remnant; survivors,EZR01
co01240,fires in Jerusalem,temple; palace,2CH36
co01241,Cyrus and soldiers,Persia,2CH36; EZR01
co01242,Cyrus' proclamation is read.,Persia; Jeremiah; restore,2CH26; EZR01
co01243,The exiles return from captivity.,remnant; survivors; Jerusalem,EZR02
co01244,The exiles arrive and find Jerusalem in ruins.,descendants; return; remnant,EZR02
co01245,a young man speaks,servant; proclaim,
co01246,The high priest and the people worship among the ruins.,festivals; offerings; sacrifice,EZR03
co01247,The exiles look sadly at the ruins of Jerusalem.,temple; walls,EZR02
co01248,Haggai and Zacharias are with Zerubbabel and Jeshua,rebuild; temple,EZR05
co01249,The people rejoice that the temple is rebuilt.,Darius; celebrate; passover; Levites,EZR06
co01250,The temple walls are broken.,destroyed; burned,NEH01
co01251,The walls of Jerusalem are being rebuilt.,gates; dedicated,NEH02; NEH03
co01252,Nehemiah gives weapons to the builders.,swords; spears; bows,NEH04
co01253,Esther,Jewess; beauty; virgin; Hadassah; queen,EST
co01254,Armed builders face their attackers.,guard; weapons; stationed,NEH04
co01255,The walls of Jerusalem are complete.,fifty-two days; Elul,NEH06
co01256,Vashti refuses to come to the king.,queen; beauty; insult; embarrass,EST01
co01257,The palace of Xerxes in Susa,fortress; citadel,EST01
co01258,Xerxes consults with his legal experts.,wisemen; justice; advisors,EST01
co01259,During the banquet Xerxes sends for Vashti.,eunuchs; wine; summon,EST01
co01260,Mordecai and Esther,orphan; adopted; daughter; Hadassah,EST02
co01261,Mordecai by the palace steps,courtyard; harem,EST02
co01262,King Xerxes puts the crown on Esther.,royal; queen,EST02
co01263,Mordecai sits by the gate.,conspiracy; Bigthana; Teresh,EST02
co01264,Esther talks to Xerxes.,queen; king,EST02
co01265,Mordecai listens to two men plotting.,conspiracy; Bigthana; Teresh,EST02
co01266,Xerxes looks on as an execution is recorded.,chronicles,EST02
co01267,Xerxes appoints Haman prime minister.,honor; promote,EST03
co01268,The officials bow to Haman.,respect; homage,EST03
co01269,Haman,prime minister; Agagite; enemy,EST03
co01270,Xerxes gives a ring to Haman.,signet; seal,EST03
co01271,A Jewish family reads Haman's decree.,edict; annihilate; plunder,EST03
co01272,Haman dictates his decree to a secretary.,edict; annihilate; plunder,EST03
co01273,Mordecai pours ashes on his head.,sackcloth; mourning; burlap; wail,EST04
co01274,Esther sees Mordecai as he mourns.,sackcloth; ashes; wail,EST04
co01275,Mordecai talks to Esther's servant.,Hathach; eunuch; destruction; decree,EST04
co01276,Esther with servant,Hathach; eunuch; fasting,EST04
co01277,Mordecai with servant,Hathach; eunuch; fasting,EST04
co01278,Esther waits to see the king.,queen; courtyard,EST05
co01279,Esther enters the king's court.,scepter; favor,EST05
co01280,Haman and his wife plot evil.,Zeresh; gallows; advice,EST05
co01281,Xerxes hears the chronicles read.,records; conspiracy,EST06
co01282,Xerxes holds out his sceptre to Esther.,favor; petition; banquet,EST05
co01283,"Xerxes, scribe and Haman",honor; delight,EST06
co01284,Haman hears Xerxes' instructions about Mordecai.,horse; robe; honor; delight,EST06
co01285,Mordecai is on the king's horse with Haman leading.,robe; honor; delight; parade,EST06
co01286,Esther accuses Haman,destruction; death; annihilation; fury,EST07
co01287,Xerxes with Esther,king; queen,EST08
co01288,Mordecai with Esther writing letters to Jews,documents; edict; law; decree,EST09
co01289,Governors read the orders from Mordecai.,defend; Adar; decree,EST08
co01290,Job and a friend in the prosperous countryside,Uz; estate; greatest; wealthiest; possessions,JOB01
co01291,Job's shepherds and sheep are struck by lightning.,consume; kill,JOB01
co01292,The house of Job's son is destroyed.,wind; collapse,JOB01
co01293,Job's family have a feast.,sons; daughters; party,JOB01
co01294,Job's oxen and donkeys are raided.,graze; Sabeans; stole,JOB01
co01295,Job sits in ashes and his wife stands beside him.,integrity; curse; foolish,JOB02
co01296,Job tears his clothes.,grief; shaved; torn,JOB01
co01297,Three comforters find Job.,sympathize; lament; silence; Eliphaz; Bildad; Zophar,JOB02
co01298,the man named Job,upright; landowner,JOB
co01299,Job mourns with two comforters.,sympathize; lament; silence,JOB03
co01300,Job's comforter Eliphaz,Temanite,JOB04
co01301,Job talks with three comforters,sympathize; lament; silence; Eliphaz; Bildad; Zophar,JOB02
co01302,Job and the comforters look up to hear God in the storm.,whirlwind,JOB38
co01303,Job prospers again with a farm and livestock.,restored; blessed,JOB42
co01304,Job repents,dust; ashes; abhor,JOB42
co01305,Isaiah's lips are touched with a hot coal by an angel.,seraphim,ISA06
co01306,Isaiah prophesies to the people.,warning,ISA07; ISA30
co01307,Isaiah prophesies about Christ's birth.,darkness; light,ISA09
co01308,Isaiah has a vision of seraphs.,angels; altar; temple,ISA06
co01309,Isaiah prophesies with his hands raised.,warning,ISA07; ISA30
co01310,Jeremiah with family,Hilkiah; Anathoth,JER01
co01311,Jeremiah hears God's call.,appoint; Anathoth,JER01
co01312,Jeremiah with his mother,family,JER01
co01313,Jeremiah sees a boiling pot with armies from the north.,seething; disaster; attack; Jerusalem,JER01
co01314,Jehoiakim is led astray by Egyptians and Assyrians.,Nile; Euphrates,JER02
co01315,Jeremiah watches a potter create a vessel.,clay; shaping; mold,JER18
co01316,Jeremiah approaches worshippers of Baal.,defiled; idols; polluted,JER02
co01317,Jeremiah watches the potter kneading the clay.,clay; shaping; mold,JER18
co01318,Jeremiah throws a pottery vessel to the ground.,shatter,JER19
co01319,Jeremiah preaches in the temple.,arrested; prophesy,JER20
co01320,Jeremiah is put in stocks by the priests.,chains; arrested; prison,JER20
co01321,Jeremiah is released from the stocks.,dungeon; freedom; prison,JER20
co01322,Jeremiah dictates to Baruch.,scroll; prophecies,JER36
co01323,Jeremiah kneels before King Nebuchadnezzar.,war; king,JER21
co01324,Jehoiakim burns Jeremiah's scroll.,consumed; brazier; fireplace,JER36
co01325,Baruch reads Jeremiah's scroll to the people.,temple; prophecies; palace,JER36
co01326,Jeremiah dictates the prophecy to Baruch.,scroll,JER36
co01327,Jeremiah prophesies with his hands raised.,temple; crowd; priests,
co01328,Jeremiah wears a yoke.,wooden,JER28
co01329,Jeremiah's yoke is broken by Hananiah.,wooden; false; prophet,JER28
co01330,Jeremiah prophesies to Zedekiah.,Chaldeans; destroy; burn,JER37
co01331,Jeremiah is put into prison.,Hananiah; Jonathan; dungeon,JER37
co01332,Jeremiah is bound and accused before Zedekiah.,officials,JER38
co01333,Jeremiah is lowered into a cistern.,courtyard,JER38
co01334,Jeremiah is rescued from the cistern.,Ebed-melech,JER38
co01335,Jeremiah has a secret conversation with Zedekiah.,warn; promise; counsel; advice,JER38
co01336,A farming man and woman harvest sheaves.,glean,
co01337,A man and a woman watch a house being built.,construction,
co01338,Ezekiel sees a bright storm cloud.,visions; whirlwind; gleam; lightning,EZK01
co01339,Ezekiel shows the Israelites a drawing of Jerusalem.,attack; diagram; sketch,EZK04
co01340,Ezekiel has a vision of four living creatures.,human; four faces; wings; hooves; bronze,EZK01
co01341,Ezekiel makes a fire on the drawing of Jerusalem.,hair; burn,EZK05
co01342,The Israelites arrive in Babylon.,royalty; nobility; sons,DAN01
co01343,Israelite boys learn the Babylonian language.,aptitude; knowledge; literature,DAN01
co01344,Daniel and his friends refuse the king's food.,wine; defile; meat,DAN01
co01345,Daniel and his friends are chosen by Nebuchadnezzar.,king; interview; service,DAN01
co01346,Daniel meets with King Nebuchadnezzar.,dream; interpretation,DAN02
